index,geom
782,POINT (34.78140179548796 32.04159091880453)
783,POINT (34.78751777577201 32.049396905778444)
786,POINT (34.79738118741555 32.01405704720729)
787,POINT (34.8592729018569 32.058318046271204)
789,POINT (34.78121640140558 32.036804263061356)
794,POINT (34.795459586097714 32.03057970578492)
800,POINT (34.80515496089565 32.014854677811485)
803,POINT (34.78358109659739 32.03918490128546)
805,POINT (34.85779020222629 32.07942716717434)
813,POINT (34.791222241745494 32.03317130686158)
820,POINT (34.851897983575185 32.10311238310924)
823,POINT (34.86027747262604 32.08534537928978)
827,POINT (34.79129433573525 32.13591855728343)
832,POINT (34.86245273779736 32.09771537089963)
837,POINT (34.79381068220651 32.04456279253074)
842,POINT (34.78291501781301 32.03391356565629)
844,POINT (34.83871571180027 32.08588056899145)
848,POINT (34.8004313578713 32.01912499779353)
852,POINT (34.80049392515778 32.0235409788923)
856,POINT (34.785134692088036 32.01458306883216)
860,POINT (34.78980404979443 32.03176077035213)
861,POINT (34.84265244892758 32.08453813048902)
862,POINT (34.78155285594713 32.02744069202975)
863,POINT (34.77413831398857 32.04841298853837)
868,POINT (34.78386862657961 32.008165353766806)
870,POINT (34.76673372240085 32.04053968773699)
877,POINT (34.803727861910104 32.08016113759219)
881,POINT (34.76874079914811 32.02606207272775)
884,POINT (34.77252894056073 32.02985811129447)
886,POINT (34.79382297790009 32.003715894408785)
892,POINT (34.7865767751347 32.01238321985586)
900,POINT (34.86243846681718 32.080067637443555)
905,POINT (34.844255036280316 32.086523848830375)
915,POINT (34.81138072620348 32.03809326069725)
923,POINT (34.80426373936271 32.03850757201529)
925,POINT (34.81573514927263 32.046183801352754)
929,POINT (34.79469416801685 32.0255499887683)
932,POINT (34.829404314669176 32.08959451756469)
940,POINT (34.814499894005394 32.017448085193514)
944,POINT (34.8100053305622 32.02252183481803)
946,POINT (34.784532310279864 32.00552178231143)
948,POINT (34.859206473464106 32.083586514237744)
950,POINT (34.795823167271564 32.02609019493977)
955,POINT (34.795319451566165 32.01278585723209)
956,POINT (34.79224618094747 32.104619461407864)
961,POINT (34.769456954505905 32.017708668278345)
964,POINT (34.860750307715065 32.09015654885946)
967,POINT (34.7981316328338 32.015216560837146)
977,POINT (34.79973720179246 32.02397359613402)
984,POINT (34.86030147438965 32.067814320033136)
989,POINT (34.8425896337344 32.09592863707261)
991,POINT (34.774186104125484 32.02186808230312)
998,POINT (34.85867602561148 32.0816810294902)
999,POINT (34.85844637789025 32.07485537573785)
1001,POINT (34.79449257534888 32.024036134002976)
1004,POINT (34.77582463354433 32.04248269465186)
1007,POINT (34.79619642656841 32.02560543094519)
1008,POINT (34.79163870068141 32.04045056937402)
1015,POINT (34.814499414793694 32.10891525974089)
1019,POINT (34.79801231961441 32.02144509754522)
1023,POINT (34.85696584667034 32.089324736592104)
1032,POINT (34.774781965560955 32.026977774408614)
1033,POINT (34.79301175881847 32.03018952520305)
1038,POINT (34.79340486016432 32.02290358571056)
1040,POINT (34.79911865874703 32.04161464601106)
1041,POINT (34.770717393662494 32.00652138567768)
1048,POINT (34.819906640842355 32.0063742835553)
1057,POINT (34.8086151448055 32.12490936064627)
1058,POINT (34.78335860370948 32.03126621471696)
1060,POINT (34.800846258294385 32.03615550493024)
1066,POINT (34.83725803483432 32.08304147094613)
1077,POINT (34.78674043401064 32.02219476394493)
1085,POINT (34.79227409669206 32.099089858287556)
1091,POINT (34.77265790592916 32.04420528390133)
1093,POINT (34.77458070135741 32.06367579356879)
1097,POINT (34.85924658742393 32.11107678432704)
1098,POINT (34.8174992209255 32.104049677658814)
1099,POINT (34.79873662831044 32.04631119260141)
1103,POINT (34.79480525016867 32.01859095357042)
1105,POINT (34.79206818657179 32.03596268377542)
1107,POINT (34.81311236458904 32.08860385860667)
1111,POINT (34.82785888146052 32.022401604209655)
1121,POINT (34.859452358313725 32.101744196718535)
1126,POINT (34.78197694253216 32.07943723331494)
1136,POINT (34.804085093804446 32.115488177574825)
1137,POINT (34.793170171093 32.04536857801682)
1139,POINT (34.795569391331604 32.03314675212298)
1140,POINT (34.818642423188564 32.02359006299531)
1143,POINT (34.79824175065192 32.040996714825155)
1150,POINT (34.80507848821416 32.02388867249106)
1156,POINT (34.787472396099005 32.020846100656904)
1158,POINT (34.77660947870873 32.02141130515281)
1166,POINT (34.86067026695248 32.096559567199684)
1168,POINT (34.79014099933301 32.01293545527963)
1169,POINT (34.787219300990635 32.05573184441273)
1174,POINT (34.804981432083046 32.022465705077494)
1176,POINT (34.82697370301498 32.02621305163269)
1179,POINT (34.802784580083724 31.995994911944855)
1181,POINT (34.79195035463263 32.04130268660861)
1183,POINT (34.79144516318927 32.02201007394094)
1186,POINT (34.8589061499216 32.07452030488936)
1188,POINT (34.77291456536999 32.023693830549114)
1192,POINT (34.77711472963901 32.03102241222738)
1196,POINT (34.780136373378554 32.0014128389917)
1197,POINT (34.78015469506425 32.014809356313236)
1198,POINT (34.79896912867213 32.12871554975579)
1200,POINT (34.80049192879495 32.04723620878597)
1203,POINT (34.778124866482386 32.03424971756919)
1204,POINT (34.796443466085606 32.006126996978246)
1210,POINT (34.85152201855434 32.085640826914165)
1215,POINT (34.76956619420957 32.026812845225926)
1224,POINT (34.78077746769755 32.03105894029031)
1225,POINT (34.84356307746423 32.094092004545566)
1226,POINT (34.780918104202065 32.04287077301438)
1236,POINT (34.85854138369165 32.06874871856647)
1265,POINT (34.86105698042886 32.09324331421101)
1266,POINT (34.83524971712934 32.01991186636159)
1267,POINT (34.80817233420281 32.04411799523055)
1268,POINT (34.81734855439509 32.12945598886162)
1269,POINT (34.80690939527256 32.047312691289626)
1276,POINT (34.79107083888317 32.03334590717055)
1286,POINT (34.86446997442045 32.08207714900206)
1288,POINT (34.796821673078334 32.03732409005703)
1289,POINT (34.78594645454105 32.05855434416278)
1291,POINT (34.800501763849915 32.01684052489384)
1294,POINT (34.8021409248865 32.0503909645834)
1296,POINT (34.80461201647447 32.0179961155371)
1297,POINT (34.794878862084694 32.038064632413594)
1303,POINT (34.774241009213064 32.00936288428232)
1313,POINT (34.81236698118854 32.02069799576787)
1319,POINT (34.781028186433964 32.026272220837946)
1321,POINT (34.856288262775 32.10661753735994)
1325,POINT (34.79678458760527 32.09125138407859)
1329,POINT (34.8021217745145 32.027746053595855)
1330,POINT (34.775996393028834 32.019439442249976)
1331,POINT (34.86452738658448 32.07750625212069)
1332,POINT (34.77504806147748 32.03092039352352)
1334,POINT (34.784450417848056 32.03368338056797)
1335,POINT (34.78818418593202 32.01711119832266)
1337,POINT (34.79967741245474 32.01895251294776)
1338,POINT (34.78733235053674 32.020153349975864)
1340,POINT (34.85169355376594 32.08560043455577)
1346,POINT (34.78113238592563 31.99801097122637)
1348,POINT (34.758186778540924 32.03143761391934)
1352,POINT (34.80026696902823 32.098191669730845)
1353,POINT (34.80491861507417 32.09381592692042)
1354,POINT (34.80440002501975 32.04981659161088)
1361,POINT (34.76504204169307 32.02812844287227)
1364,POINT (34.77748322115961 32.0261667795347)
1367,POINT (34.786455918480605 32.04643108501043)
1369,POINT (34.804398557668364 32.02734870803256)
1372,POINT (34.81029843848521 32.09711007970795)
1377,POINT (34.78920339994054 32.03597976860648)
1379,POINT (34.80711602818285 32.013942991376474)
1381,POINT (34.8093392474755 32.11682294184885)
1385,POINT (34.8542328808089 32.08402923330458)
1388,POINT (34.79990308594379 32.04650944999696)
1390,POINT (34.79456702138587 32.07312232188387)
1391,POINT (34.762428544052185 32.04376315699013)
1393,POINT (34.804499698068035 32.09348067148327)
1399,POINT (34.84654598272653 32.071512057360344)
1401,POINT (34.859975755324264 32.079061259697376)
1402,POINT (34.79896019960432 32.026591303987516)
1405,POINT (34.84630875966364 32.09696836825321)
1406,POINT (34.78636852745437 32.0710630394316)
1408,POINT (34.866593486136324 32.07284114652233)
1413,POINT (34.86052853032285 32.083319593723154)
1417,POINT (34.852428363115514 32.075094346637286)
1421,POINT (34.81434950889525 32.035217747175416)
1428,POINT (34.78739789964382 32.01767010329414)
1447,POINT (34.79316585018627 32.02773596575013)
1451,POINT (34.827493789683736 32.029579222272275)
1455,POINT (34.80412142831371 32.0480431139706)
1456,POINT (34.79726122545626 32.03054380423192)
1462,POINT (34.78383062752718 32.028887438196165)
1467,POINT (34.800115221057155 32.03276644233994)
1472,POINT (34.8581725122567 32.07264814726612)
1474,POINT (34.78847972427427 32.03423141410784)
1475,POINT (34.86180656443138 32.09865028477616)
1478,POINT (34.75922009786239 32.04501538352835)
1484,POINT (34.787052523285 31.994464091792622)
1485,POINT (34.80315523882316 32.03249488326923)
1486,POINT (34.786074359531064 32.015528081015304)
1488,POINT (34.77946933663862 32.044658100844735)
1491,POINT (34.84686814285921 32.10619053181857)
1493,POINT (34.78256725416708 32.05442931010079)
1494,POINT (34.80599705086234 32.02635428130447)
1496,POINT (34.766938914037276 32.03702524135854)
1503,POINT (34.82046995401275 32.066677913324064)
1504,POINT (34.76244025976575 32.03244428455104)
1506,POINT (34.85738019212971 32.1061058988194)
1507,POINT (34.79428060034357 32.01581657609885)
1509,POINT (34.78460890417838 32.03916327416511)
1514,POINT (34.8120392530352 32.00848813958028)
1519,POINT (34.82619129337778 32.04284800995038)
1520,POINT (34.80344886761924 32.05625467200984)
1523,POINT (34.77684277071657 32.01445040801909)
1524,POINT (34.79663346706334 32.0923341881735)
1533,POINT (34.85428067575626 32.09617817490882)
1534,POINT (34.766684672367674 32.03918038605123)
1544,POINT (34.805639767953785 32.09937767116118)
1547,POINT (34.78288941367162 32.04557261377024)
1554,POINT (34.79039293048726 32.0501681625221)
1556,POINT (34.80212566589721 32.06461602535342)
1561,POINT (34.80700932416758 32.026828119480555)
1572,POINT (34.862816009973734 32.09543113765886)
1575,POINT (34.823266456737414 32.07866461992357)
1576,POINT (34.77726953716886 32.02185498891844)
1578,POINT (34.79687067832321 32.020546081392425)
1581,POINT (34.80910045053055 32.12966355669585)
1582,POINT (34.78333699828052 32.03778224066538)
1583,POINT (34.80267636986771 32.04171847686553)
1586,POINT (34.80568284836923 32.0383533468047)
1587,POINT (34.79261581046826 32.052830891404184)
1589,POINT (34.78296146865667 32.051451245364404)
1590,POINT (34.78731637143977 32.001077155273975)
1597,POINT (34.79191239402427 32.017227946477185)
1602,POINT (34.80179806716036 32.064692129703644)
1605,POINT (34.77514762278603 32.02680758796694)
1606,POINT (34.781515668558576 32.01483663376531)
1609,POINT (34.7938730681458 32.03523155647714)
1621,POINT (34.768525266656184 32.017476824291194)
1622,POINT (34.79101719155226 32.034740296105724)
1624,POINT (34.78691438312738 32.02414985159564)
1625,POINT (34.78133936695209 32.05247973505241)
1628,POINT (34.79379865234271 32.025218586373626)
1629,POINT (34.801892757083635 32.108750023991085)
1636,POINT (34.78544977349626 32.019980702471145)
1639,POINT (34.81501397671781 32.03678718135702)
1641,POINT (34.803821233681894 32.01337020175996)
1644,POINT (34.7771425904337 32.040895734908325)
1647,POINT (34.783036026916136 32.004249147628535)
1648,POINT (34.81797421085767 32.09164304005617)
1651,POINT (34.81353529732668 32.03502355182005)
1656,POINT (34.80511424713651 32.12841450117065)
1657,POINT (34.796548766844694 32.05161751767427)
1662,POINT (34.8091076656126 32.00008290258615)
1663,POINT (34.77851715564423 32.01783844305307)
1674,POINT (34.79210056929879 32.052045556407954)
1679,POINT (34.780213683560966 32.021851993359874)
1687,POINT (34.80334378991814 32.0887594363825)
1688,POINT (34.79546290653585 32.01498230885748)
1691,POINT (34.77217645875861 32.02597655799332)
1692,POINT (34.779788970080126 32.02675360229213)
1697,POINT (34.788887162809594 32.06108108175192)
1705,POINT (34.77356708025654 32.03245004963842)
1713,POINT (34.81800774971314 32.0942424999479)
1719,POINT (34.819388675640205 32.09827607255834)
1720,POINT (34.78450416943346 32.048638863616866)
1726,POINT (34.77500074113187 32.0280947796893)
1729,POINT (34.78323724458172 32.02893991169723)
1731,POINT (34.80160514904423 32.03838583972999)
1734,POINT (34.79628288861394 32.05229984636514)
1739,POINT (34.78986029508616 32.029361394210206)
1741,POINT (34.77275414142616 32.04202337263757)
1745,POINT (34.864884519977636 32.08389392220504)
1746,POINT (34.808939671899914 32.03141821436986)
1756,POINT (34.795067025517966 32.008611241736574)
1759,POINT (34.78303166809233 32.02463477349077)
1761,POINT (34.84832642851994 32.11352722164046)
1763,POINT (34.86050105175877 32.08215499919254)
1773,POINT (34.85411283977323 32.06620297343979)
1775,POINT (34.793383287361806 32.12359482953607)
1778,POINT (34.80830401630948 32.01345372542759)
1781,POINT (34.8171716104706 32.03815232914538)
1784,POINT (34.81895571904435 32.08481556722853)
1786,POINT (34.77746485207287 31.99273917915471)
1787,POINT (34.78696401312163 32.020684600096004)
1788,POINT (34.79558050779024 32.03461295207913)
1795,POINT (34.79409735584211 32.031984983035485)
1797,POINT (34.80160699893822 32.04229041883792)
1798,POINT (34.78063983866425 32.03149169779621)
1802,POINT (34.86157250350426 32.062752443745175)
1804,POINT (34.82151653767846 32.01450811642256)
1805,POINT (34.79988129903988 32.04172611975063)
1810,POINT (34.804055436599825 32.02204908087639)
1814,POINT (34.76273068092777 32.02353464330509)
1818,POINT (34.75329587601196 32.012561981456315)
1822,POINT (34.77434888283671 32.030805653936405)
1828,POINT (34.86423045895363 32.06881884679259)
1829,POINT (34.799698859767474 32.01671942243099)
1832,POINT (34.803720386046734 32.048008135869225)
1843,POINT (34.7881289393526 32.023020859080376)
1846,POINT (34.776483111919205 32.017233522699044)
1849,POINT (34.863049722287265 32.085516431917355)
1851,POINT (34.79215844393176 32.01819117138564)
1857,POINT (34.81871968556017 32.084991967412684)
1859,POINT (34.789251273845096 32.03772721837787)
1863,POINT (34.78319653261947 32.029713136279)
1865,POINT (34.7933960729685 32.02959783774622)
1867,POINT (34.855804232958896 32.083181799538615)
1868,POINT (34.81342152620726 32.08944332360514)
1869,POINT (34.798737839537246 32.02352614365166)
1875,POINT (34.79416594237384 32.01119670773864)
1877,POINT (34.790511756714665 32.132648615692254)
1879,POINT (34.80095792966765 32.01541402886973)
1883,POINT (34.770862173271155 32.01010169078621)
1886,POINT (34.7798815676112 32.02614614229954)
1888,POINT (34.78255507875185 32.046328945835555)
1892,POINT (34.86155928678183 32.09534057748104)
1897,POINT (34.78812413224706 32.01726080765654)
1898,POINT (34.7888818977875 32.03748825944842)
1900,POINT (34.78787991559931 32.01425348976837)
1901,POINT (34.78292178561249 32.01164794370889)
1906,POINT (34.80982754202346 32.01670809612683)
1907,POINT (34.79189791616109 32.05421904602034)
1908,POINT (34.84135346058224 32.090516944133036)
1917,POINT (34.85394998248078 32.097185612915666)
1918,POINT (34.7992959441925 32.03618717614905)
1922,POINT (34.84883198951117 32.095940302521015)
1929,POINT (34.78095546965924 32.0052302827598)
1931,POINT (34.794865702575464 32.0206457390474)
1933,POINT (34.80585331763318 32.061598563371945)
1934,POINT (34.813273536314924 32.13274171503856)
1942,POINT (34.789440640883036 32.02714698640315)
1943,POINT (34.82584231792541 32.087228107517696)
1944,POINT (34.782629874421374 32.01536935925768)
1945,POINT (34.799644523806506 32.04701425753041)
1948,POINT (34.79496827022964 32.04367358632276)
1949,POINT (34.82185947456824 32.101415806189806)
1955,POINT (34.80514990517423 32.000322977944215)
1958,POINT (34.80287978305553 32.02393372469072)
1959,POINT (34.78161518345092 32.03495909652008)
1961,POINT (34.810773040418034 32.11728319297662)
1964,POINT (34.77825741765828 32.018516278799545)
1968,POINT (34.865925159860396 32.07454688729275)
1976,POINT (34.79920355867428 32.03228877814392)
1987,POINT (34.782335947330395 32.01084490550068)
1989,POINT (34.78676239678848 32.01838379280019)
2006,POINT (34.799504176543 32.03748361535785)
2024,POINT (34.79022122257063 32.02018209747471)
2025,POINT (34.8014763923996 32.089749478409836)
2028,POINT (34.793943082016185 32.029245292161036)
2029,POINT (34.785736068928856 32.03670873444731)
2030,POINT (34.8122674916749 32.062459000965426)
2045,POINT (34.8621304909957 32.09184201733579)
2055,POINT (34.806407488448436 32.09664607132605)
2069,POINT (34.81598586565366 32.015280754671295)
2071,POINT (34.79082148568116 32.04277448809548)
2075,POINT (34.85871022900946 32.07854633117428)
2081,POINT (34.782702801509366 32.02808741762204)
2082,POINT (34.786236142387175 32.04793648503514)
2084,POINT (34.80087747631513 32.00047163595597)
2086,POINT (34.86026751948825 32.07473995193039)
2090,POINT (34.779423191255475 32.016366123168794)
2091,POINT (34.790988608825025 32.010347527854385)
2092,POINT (34.78315169098012 31.997519591855617)
2094,POINT (34.80541675192433 32.02524231735692)
2097,POINT (34.81322192904022 32.041814359410154)
